road,km,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc
N1,169.933,Box Culvert,LRP171a,UTTOR SONAPAR BOX CULVERT,4.3,A,101239,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,169.933,12.5,1991.0,2.0,Comilla,Noakhali,Feni,Feni-1,22.8746986941176,91.5408836647058,interpolate
N1,170.174,Box Culvert,LRP171b,CHAIRMEN BARI BOX CULVERT,2.0,A,101240,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,170.174,10.3,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.872722034892,91.5415958766187,interpolate
N1,170.725,Box Culvert,LRP171c,MADDAM SONAPAR(1) BOX CULVERT,1.5,A,101242,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,170.725,12.5,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8680563702127,91.5432963340425,interpolate
N1,171.554,Box Culvert,LRP172a,DHARBAR TILA CULVERT,4.3,A,101245,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,171.554,12.55,1996.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8609876872509,91.5451551717131,interpolate
N1,171.728,Box Culvert,LRP172b,MADDUM SONAPHAR-3,2.0,A,101247,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,171.728,12.5,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8594847882591,91.5454799987854,interpolate
N1,172.122,Box Culvert,LRP173a,MAMAFOUN ASTANA CULVERT,1.5,A,101243,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,172.122,12.5,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8560565672727,91.5457188709091,interpolate
N1,172.23,Slab Culvert,LRP173b,MAMAFAKIR ASTANA SLAB CULVERT,1.5,A,101244,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,172.23,12.5,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8551475327433,91.5458221849557,interpolate
N1,172.969,Box Culvert,LRP174a,MASTANNAGOR BONCUL(1),8.5,A,101249,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,172.969,12.4,1996.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8486172764705,91.5463706117647,interpolate
N1,173.35,Box Culvert,LRP174b,MUSTAU NOGAR(2),3.0,A,101251,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,173.35,12.5,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8453914894736,91.5474689210526,interpolate
N1,173.585,Box Culvert,LRP174c,MASTARI HAGOR 3 CULVERT,1.5,A,100547,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,173.585,12.5,1992.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8434551375,91.54814955625,interpolate
N1,173.859,Box Culvert,LRP175a,MUSTAN NAGAR -4,3.0,A,100552,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,173.859,12.5,1992.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8410943334277,91.5488096951841,interpolate
N1,174.804,Box Culvert,LRP175b,RAIPUR BOX CUL-1,3.0,A,100550,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,174.804,12.2,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8327467692419,91.5501035014577,interpolate
N1,175.013,Box Culvert,LRP176a,RAIPUR (2) BOX CULVERT,4.5,A,112534,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,175.013,12.2,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.8309613422018,91.5505028545871,interpolate
N1,179.363,Box Culvert,LRP181a,MIRSARAI BOX CUL,4.5,A,100557,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,179.363,12.2,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7941813523326,91.5629612622718,interpolate
N1,181.825,Box Culvert,LRP183b,Mirsorai(2) box culvert,6.0,A,100576,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,181.825,12.1,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.774197092,91.5728737519999,interpolate
N1,182.318,Box Culvert,LRP184a,IANAINIPOL BOX CULVERT.,9.7,A,100560,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,182.318,11.0,1989.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.770251666098,91.5750905211087,interpolate
N1,183.296,Box Culvert,LRP185a,BOKIMTOLA BOX CULVERT,4.0,A,100575,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,183.296,12.8,1992.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7630626913907,91.5804538821192,interpolate
N1,184.654,Box Culvert,LRP186a,VARTAKA BOX CULVERT,12.9,A,100545,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,184.654,12.7,1999.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7535653245121,91.5886004236585,interpolate
N1,185.058,Box Culvert,LRP187a,VARTAGIA BOX CULVERT,3.0,A,100546,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,185.058,12.45,1992.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7506393495689,91.5908840370689,interpolate
N1,188.35,Box Culvert,LRP190a,NIAZAMPUR BOX CULVERT,3.0,A,100549,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,188.35,12.2,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.723316755473,91.6024331404452,interpolate
N1,189.058,Box Culvert,LRP191a,MIRJAPUR BOX CULVERT,3.0,A,100551,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,189.058,12.2,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7178243865384,91.6057623307692,interpolate
N1,189.13,Box Culvert,LRP191b,MIRZAPUR (2) BOX CULVERT,3.0,A,100574,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,189.13,12.2,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7172707342307,91.6061084846153,interpolate
N1,191.107,Box Culvert,LRP193a,DUKHIN UTHPAR BOX CULVERT,19.2,A,100556,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,191.107,12.2,1986.0,4.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.701816503937,91.6149734608923,interpolate
N1,192.408,Box Culvert,LRP194a,VANGGARPOL BOX CULVERT,4.2,A,100558,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,192.408,12.2,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6912517148148,91.6201690574074,interpolate
N1,192.95,Box Culvert,LRP195a,BORO KAMALDA BOX CULVERT,3.2,A,100561,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,192.95,12.2,1984.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6868697647058,91.6220385823529,interpolate
N1,194.149,Box Culvert,LRP196a,TARAT BOX CULVERT,6.0,A,100562,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,194.149,12.1,1990.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6769772991044,91.6268169453731,interpolate
N1,194.998,Box Culvert,LRP197a,Tarial Bazar Culvert,3.0,A,100563,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,194.998,12.2,1990.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6699594391304,91.6293531695652,interpolate
N1,195.501,Box Culvert,LRP197b,MIRJA PUR (3) BOX CULVERT,3.0,A,100564,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,195.501,12.1,1984.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6657838981081,91.6311293581081,interpolate
N1,196.038,Box Culvert,LRP198a,SATU DURUAR HAT BOX CULVERT,3.0,A,100565,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,196.038,12.2,1986.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6615956814814,91.6335257425926,interpolate
N1,196.925,Box Culvert,LRP199a,RONA SORA CULVERT,3.1,A,100566,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,196.925,12.2,1984.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6547124294117,91.6379261764705,interpolate
N1,197.39,Box Culvert,LRP199b,NUNA CHARA BOX CULVERT,4.6,A,100567,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,197.39,12.1,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6510709547445,91.6400341194647,interpolate
N1,197.846,Box Culvert,LRP199c,BOTTOL BOX CULVERT,12.4,A,100569,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,197.846,12.1,1992.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6474561112311,91.6419171170626,interpolate
N1,199.279,Box Culvert,LRP201a,KACHAI PATH BOX CULVERT,3.0,A,100568,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,199.279,12.1,2003.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.636096590965,91.648209240657,interpolate
N1,199.502,Box Culvert,LRP201b,KACHAI POTTI BOX CULVERT,3.0,A,100570,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,199.502,12.1,1999.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6343285718685,91.6492077265913,interpolate
N1,200.277,Box Culvert,LRP202a,EGOL PUR BOX CULVERT,3.0,A,100572,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,200.277,12.13,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6281666352941,91.6527578258312,interpolate
N1,200.918,Slab Culvert,LRP203a,SITAKUNDA SLAB,3.0,A,100573,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,200.918,12.2,1983.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6230461711711,91.6554672531531,interpolate
N1,201.52,Box Culvert,LRP203b,MOHADAB PUR BOX CULVERT,3.0,A,100577,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,201.52,12.1,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6177563490118,91.6580589438735,interpolate
N1,201.999,Slab Culvert,LRP204a,PURBOMOHADAB PUR SLAB CULVERT(L),4.6,A,100609,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,201.999,12.2,1980.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6149899686274,91.6602670503268,interpolate
N1,201.999,Box Culvert,LRP204a,DULAHAJRA(R),4.6,A,112535,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,201.999,12.2,1992.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6149899686274,91.6602670503268,interpolate
N1,202.435,Box Culvert,LRP205a,MADICAL MORE CULVERT,3.0,A,100579,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,202.435,12.2,1986.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6117556741935,91.6625686731182,interpolate
N1,203.457,Box Culvert,LRP206a,DOKHIN MOHADEB PUR BOX CULVERT,2.95,A,100578,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,203.457,12.2,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6038394411764,91.6673745588235,interpolate
N1,204.765,Box Culvert,LRP207a,HATILOTA BOX CULVERT,4.5,A,100582,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,204.765,12.1,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5938881803921,91.6738889367647,interpolate
N1,206.3,Box Culvert,LRP208d,BAROGINDO CULVERT,2.5,A,100585,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,206.3,12.2,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5815086746355,91.6795390413994,interpolate
N1,206.866,Box Culvert,LRP209a,BARO-CUNDHOW BOX CULVERT,10.2,A,100586,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,206.866,12.3,1990.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5767930229508,91.68162274153,interpolate
N1,207.64,Box Culvert,LRP210a,PHPMORE BON CULVERT,3.0,A,100588,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,207.64,12.2,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5702905930578,91.6840096656198,interpolate
N1,207.913,Box Culvert,LRP210b,CHARA KANDI BOX CULVERT,8.2,A,100589,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,207.913,12.5,1985.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5679968064462,91.6846866604958,interpolate
N1,208.1,Box Culvert,LRP210d,R. R TEXTAIL BOX CULVERT,4.5,A,100590,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,208.1,12.2,1987.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5664212916363,91.6851826636363,interpolate
N1,209.024,Box Culvert,LRP211a,OHIDPUR BOX CULVERT,4.1,A,112536,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,209.024,12.8,1986.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5585210862619,91.687506242492,interpolate
N1,210.476,Box Culvert,LRP213a,SOUTH BALSH KHALI BOX CULVERT,3.0,A,100592,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,210.476,12.2,1987.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5467727210909,91.6926260603636,interpolate
N1,210.776,Box Culvert,LRP213b,DOKHIN BASH-KHALI BOX CULVERT,5.2,A,100594,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,210.776,10.3,2000.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5444897756363,91.6941310785454,interpolate
N1,211.433,Box Culvert,LRP214a,SOTTANA MONDIR CULVERT,8.2,A,100596,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,211.433,12.6,1986.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5390300234693,91.6965452744898,interpolate
N1,212.483,Box Culvert,LRP215a,GULAM JUTE MILE BOX CULVERT,3.0,A,100598,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,212.483,12.2,2004.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5303678038461,91.7004641228571,interpolate
N1,214.807,PC Girder Bridge,LRP217a,Chotokumir Bridge,41.11,A,121350,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,214.807,,,,Chittagong,Chittagong,Chittagong,Sitakunda,22.5113471164122,91.7087907889313,interpolate
N1,215.467,Box Culvert,LRP218a,ROYL CIMINT GATE CULVETRT,4.5,A,100601,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,215.467,12.1,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5060220437735,91.7112848218867,interpolate
N1,216.196,RCC Girder Bridge,LRP218b,GORA MARA RCC GIRDER BRIDGE,17.6,A,100605,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,216.196,9.7,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5000858335766,91.7141504905109,interpolate
N1,217.942,Box Culvert,LRP220a,BARAOWLLA BOX CULVERT,4.5,A,100607,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,217.942,12.2,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4855480068965,91.7195309517241,interpolate
N1,219.427,Box Culvert,LRP221a,HATIBORI BOX CULVERT,6.0,A,100610,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,219.427,12.1,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4728530893544,91.7232633541336,interpolate
N1,222.357,Box Culvert,LRP224a,KODOM RASUL BOX CULVERT,3.0,A,100612,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,222.357,12.1,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4488628503871,91.7342823894358,interpolate
N1,223.743,Box Culvert,LRP226a,HASNA BAD BOX CULVERT,3.0,A,100614,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,223.743,12.2,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4375035216216,91.7386659473513,interpolate
N1,224.053,RCC Girder Bridge,LRP226b,VATERIE BRIDGE,40.0,A,100615,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,224.053,18.0,1995.0,3.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4350737918918,91.7396527192432,interpolate
N1,228.029,Box Culvert,LRP230a,VATIARI CULVERT,5.0,A,100617,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,228.029,10.9,1996.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4030145445,91.75657411625,interpolate
N1,228.797,Box Culvert,LRP231a,T. B HOSPITAL GATE BOX CULVERT,3.0,A,100619,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,228.797,12.1,1984.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.3963398830265,91.7582551580777,interpolate
N1,229.203,PC Girder Bridge,LRP231b,GAMMON BRIDGE,18.0,A,100618,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,229.203,20.2,1955.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.3927175345622,91.7590882138248,interpolate
N1,230.13,Box Culvert,LRP232a,PAKKA MATA BOX CULVERT,3.0,A,112543,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,230.13,12.2,1951.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.38524588272,91.76250565776,interpolate
N1,230.921,Box Culvert,LRP233a,GLAXO BOX CULVERT,8.3,A,100620,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,230.921,12.8,1990.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.3797011826666,91.7670476533333,interpolate
N1,231.966,Box Culvert,LRP234a,CORNAIL HAT BOX CULVERT,3.0,A,100621,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,231.966,31.0,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.3696841276595,91.7739258709219,interpolate
N1,242.898,RCC Girder Bridge,LRP238a,Bakulia Bridge,15.8,A,121356,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,242.898,,,,Chittagong,Chittagong,Chittagong,Chittagong,22.3522674714754,91.852622049836,interpolate
N1,244.975,RCC Girder Bridge,LRP240c,RAJAKHALI RCC GIDER BRIDGE,48.5,A,100632,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,244.975,9.2,1985.0,3.0,Chittagong,Chittagong,Chittagong,Chittagong,22.3349153368556,91.8533979043814,interpolate
N1,246.02,PC Box,LRP241a,Sha Amanot Bridge,954.5,A,121361,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,246.02,,,,Chittagong,Chittagong,Chittagong,Chittagong,22.3266451369152,91.852759390139,interpolate
N1,247.637,PC Girder Bridge,LRP242b,Shikalbaha Bridge,17.3,A,121083,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,247.637,,,,Chittagong,Chittagong,Dohazari,Patiya,22.3129265129032,91.856181916129,interpolate
N1,249.04,Box Culvert,LRP244a,SOUTH MITTACHORI,3.0,A,112537,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,249.04,12.2,1968.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3026235524271,91.8635646970873,interpolate
N1,249.674,Box Culvert,LRP244c,KADUMTOLI CULVERT,3.0,A,112542,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,249.674,12.2,1972.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2975350260563,91.866363031514,interpolate
N1,250.215,Slab Culvert,LRP245a,ISLAMPUR CULVERT,1.5,A,112541,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,250.215,12.1,1993.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2932366309133,91.8684360651053,interpolate
N1,250.519,Box Culvert,LRP245b,NOLBILA CULVERT,3.0,A,112538,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,250.519,12.2,1992.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2916421411764,91.8702911411764,interpolate
N1,250.841,Box Culvert,LRP246a,SHIKALBAHA MORE,3.0,A,100638,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,250.841,13.4,1985.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2926079302013,91.8730201176733,interpolate
N1,251.281,Box Culvert,LRP246b,SHIKALBAHA BOX CULVERT,3.0,A,100639,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,251.281,13.4,1995.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2944653526717,91.876717971374,interpolate
N1,251.538,PC Girder Bridge,LRP247a,Sikolbaha Bridge-1,116.13,A,121085,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,251.538,,,,Chittagong,Chittagong,Dohazari,Patiya,22.2962698699619,91.8807528022813,interpolate
N1,254.333,Box Culvert,LRP250a,KUSUMPUR BOX CULVERT,3.0,A,100643,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,254.333,12.15,1987.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3035365502293,91.9044227217889,interpolate
N1,255.505,Box Culvert,LRP251a,tassi bazer(R),3.0,A,112540,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,255.505,10.2,2000.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3083189877358,91.9142153009434,interpolate
N1,256.378,Box Culvert,LRP252a,MONSHA CULVERT,3.0,A,100647,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,256.378,12.2,1983.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3137546831094,91.9203176378118,interpolate
N1,256.89,Box Culvert,LRP252c,UTTOR SONAPUR,3.0,A,112539,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,256.89,10.3,1999.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3157468089473,91.9243524131578,interpolate
N1,257.94,Steel Beam & RCC Slab,LRP253a,Pirol,5.3,A,100728,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,257.94,7.0,1966.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3137565607999,91.9339832312,interpolate
N1,259.795,Box Culvert,LRP255a,UZIRPUR HIGH SCHOOL,3.0,A,100685,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,259.795,10.3,1974.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3084394099236,91.9483886979643,interpolate
N1,264.369,Box Culvert,LRP260a,PALYA BUS STATION,12.4,A,100666,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,264.369,12.7,1978.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.2911451997412,91.9833668252263,interpolate
N1,267.818,Box Culvert,LRP263b,KHORNA CULVERT,3.0,A,100650,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,267.818,12.2,1985.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2710895749999,92.00559725,interpolate
N1,269.721,Box Culvert,LRP265a,MOJAFFARABAD,9.2,A,100672,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,269.721,12.2,1992.0,2.0,Chittagong,Chittagong,Dohazari,Patiya,22.2549374824626,92.0103021287313,interpolate
N1,269.99,Box Culvert,LRP265b,MOJAFFORABAD BOX CULVERT,6.0,A,100653,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,269.99,12.2,1978.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2531199613981,92.0119718729483,interpolate
N1,270.642,Box Culvert,LRP267a,MOJAFFORABAD,9.4,A,100652,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,270.642,12.2,1986.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.2487130149162,92.0158341025875,interpolate
N1,271.89,Box Culvert,LRP268a,ROWSONAT CUL,14.0,A,100674,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,271.89,12.6,1991.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.24038615762,92.0217918336116,interpolate
N1,272.356,Box Culvert,LRP268b,KANCHANAGAR CUL,14.0,A,100676,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,272.356,10.3,1978.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.2366345532374,92.0232647489208,interpolate
N1,273.878,Box Culvert,LRP270a,GASBAREA BOX CULVERT,14.0,A,100654,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,273.878,12.1,1991.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.2222719897959,92.0273785979591,interpolate
N1,274.66,Box Culvert,LRP271a,GASBAREA COLLEGE BOX CULVERT,9.2,A,100655,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,274.66,9.7,1985.0,2.0,Chittagong,Chittagong,Dohazari,Patiya,22.2155873504854,92.0290230394174,interpolate
N1,284.134,Box Culvert,LRP280a,KATGOR CULVERT,9.2,A,100696,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,284.134,11.6,1993.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1498523145631,92.0696330718446,interpolate
N1,285.58,Box Culvert,LRP282a,MOULOVER DOKAN,12.4,A,100725,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,285.58,11.6,1994.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1369522329341,92.0699301281437,interpolate
